Test Case,Fault,Command
t1364,[],-P [ 3 4 3 < ../inputs/input/dat764]
t1365,[],-P [ 0 5 5 < ../inputs/input/dat765]
t1366,[],-P [ 5 4 0 < ../inputs/input/dat766]
t1367,[],-P [ 0 3 2 < ../inputs/input/dat767]
t1368,[],-P [ 2 3 0 < ../inputs/input/dat768]
t1369,[],-P [ 5 0 1 < ../inputs/input/dat769]
t1370,[],-P [ 0 5 1 < ../inputs/input/dat770]
t1371,[],-P [ 4 4 5 < ../inputs/input/dat771]
t1372,[],-P [ 0 2 2 < ../inputs/input/dat772]
t1373,[],-P [ 1 1 1 < ../inputs/input/dat773]
t1374,[],-P [ 0 2 0 < ../inputs/input/dat774]
t1375,[],-P [ 0 3 0 < ../inputs/input/dat775]
t1376,[],-P [ 4 5 2 < ../inputs/input/dat776]
t1377,[],-P [ 4 2 1 < ../inputs/input/dat777]
t1378,[],-P [ 2 2 5 < ../inputs/input/dat778]
t1379,[],-P [ 5 2 3 < ../inputs/input/dat779]
t1380,[],-P [ 3 1 2 < ../inputs/input/dat780]
t1381,[],-P [ 3 0 3 < ../inputs/input/dat781]
t1382,[],-P [ 5 4 3 < ../inputs/input/dat782]
t1383,[],-P [ 1 3 2 < ../inputs/input/dat783]
t1384,[],-P [ 3 0 0 < ../inputs/input/dat784]
t1385,[],-P [ 4 2 5 < ../inputs/input/dat785]
t1386,[],-P [ 4 3 5 < ../inputs/input/dat786]
t1387,[],-P [ 4 2 4 < ../inputs/input/dat787]
t1388,[],-P [ 1 5 4 < ../inputs/input/dat788]
t1389,[],-P [ 4 0 1 < ../inputs/input/dat789]
t1390,[],-P [ 3 5 4 < ../inputs/input/dat790]
t1391,[],-P [ 2 3 5 < ../inputs/input/dat791]
t1392,[],-P [ 1 3 0 < ../inputs/input/dat792]
t1393,[],-P [ 0 2 4 < ../inputs/input/dat793]
t1394,[],-P [ 2 4 1 < ../inputs/input/dat794]
t1395,[],-P [ 2 0 0 < ../inputs/input/dat795]
t1396,[],-P [ 5 0 2 < ../inputs/input/dat796]
t1397,[],-P [ 5 0 1 < ../inputs/input/dat797]
t1398,[],-P [ 0 4 5 < ../inputs/input/dat798]
t1399,[],-P [ 5 5 3 < ../inputs/input/dat800]
t1400,[],-P [ 2 2 1 < ../inputs/input/dat799]
t1401,[],-P [1 1 1 < ../inputs/input/ad.1]
t1402,[],-P [1 1 0 < ../inputs/input/ad.2]
t1403,[],-P [1 2 < ../inputs/input/ad.1]
t1404,[],-P [1 < ../inputs/input/ad.1]
t1405,[],-P [< ../inputs/input/ad.1]
t1406,[],-P [1 2 3 4 < ../inputs/input/ad.1]
t1407,[],-P [7 1 9 < ../inputs/input/add.58]
t1408,[],-P [7 1 4 < ../inputs/input/add.100]
t1409,[],-P [3 5 9 < ../inputs/input/add.95]
t1410,[],-P [9 7 2 < ../inputs/input/add.0]
t1411,[],-P [0 2 6 < ../inputs/input/add.52]
t1412,[],-P [3 2 0 < ../inputs/input/add.48]
t1413,[],-P [10 5 0 < ../inputs/input/add.20]
t1414,[],-P [7 4 10 < ../inputs/input/add.37]
t1415,[],-P [9 2 0 < ../inputs/input/add.13]
t1416,[],-P [9 1 2 < ../inputs/input/add.14]
t1417,[],-P [1 3 10 < ../inputs/input/add.100]
t1418,[],-P [1 2 1 < ../inputs/input/add.0]
t1419,[],-P [5 5 4 < ../inputs/input/add.11]
t1420,[],-P [1 6 10 < ../inputs/input/add.38]
t1421,[],-P [4 0 8 < ../inputs/input/add.92]
t1422,[],-P [1 10 8 < ../inputs/input/add.50]
t1423,[],-P [1 4 5 < ../inputs/input/add.51]
t1424,[],-P [9 9 3 < ../inputs/input/add.43]
t1425,[],-P [2 6 6 < ../inputs/input/add.78]
t1426,[],-P [1 7 4 < ../inputs/input/add.42]
t1427,[],-P [3 1 0 < ../inputs/input/add.33]
t1428,[],-P [3 2 2 < ../inputs/input/add.56]
t1429,[],-P [2 7 9 < ../inputs/input/add.57]
t1430,[],-P [0 0 7 < ../inputs/input/add.34]
t1431,[],-P [3 6 5 < ../inputs/input/add.86]
t1432,[],-P [4 6 2 < ../inputs/input/add.97]
t1433,[],-P [5 10 5 < ../inputs/input/add.52]
t1434,[],-P [9 3 10 < ../inputs/input/add.73]
t1435,[],-P [6 10 6 < ../inputs/input/add.69]
t1436,[],-P [2 0 9 < ../inputs/input/add.53]
t1437,[],-P [1 0 4 < ../inputs/input/add.77]
t1438,[],-P [6 5 9 < ../inputs/input/add.32]
t1439,[],-P [4 3 7 < ../inputs/input/add.82]
t1440,[],-P [6 6 0 < ../inputs/input/add.19]
t1441,[],-P [3 3 4 < ../inputs/input/add.85]
t1442,[],-P [1 10 6 < ../inputs/input/add.7]
t1443,[],-P [2 0 9 < ../inputs/input/add.15]
t1444,[],-P [4 7 0 < ../inputs/input/add.90]
t1445,[],-P [6 0 3 < ../inputs/input/add.91]
t1446,[],-P [3 3 0 < ../inputs/input/add.23]
t1447,[],-P [7 9 2 < ../inputs/input/add.50]
t1448,[],-P [4 10 7 < ../inputs/input/add.83]
t1449,[],-P [2 2 10 < ../inputs/input/add.77]
t1450,[],-P [1 5 3 < ../inputs/input/add.11]
t1451,[],-P [2 4 3 < ../inputs/input/add.37]
t1452,[],-P [3 2 3 < ../inputs/input/add.65]
t1453,[],-P [7 4 2 < ../inputs/input/add.37]
t1454,[],-P [5 0 9 < ../inputs/input/add.64]
t1455,[],-P [3 0 7 < ../inputs/input/add.73]
t1456,[],-P [4 8 9 < ../inputs/input/add.70]
t1457,[],-P [10 10 8 < ../inputs/input/add.26]
t1458,[],-P [2 8 6 < ../inputs/input/add.21]
t1459,[],-P [10 2 1 < ../inputs/input/add.6]
t1460,[],-P [0 4 10 < ../inputs/input/add.82]
t1461,[],-P [7 0 3 < ../inputs/input/add.48]
t1462,[],-P [9 1 6 < ../inputs/input/add.83]
t1463,[],-P [3 9 10 < ../inputs/input/add.9]
t1464,[],-P [10 3 7 < ../inputs/input/add.20]
t1465,[],-P [1 1 0 < ../inputs/input/add.91]
t1466,[],-P [6 9 8 < ../inputs/input/add.78]
t1467,[],-P [0 7 6 < ../inputs/input/add.45]
t1468,[],-P [8 0 2 < ../inputs/input/add.12]
t1469,[],-P [7 1 10 < ../inputs/input/add.25]
t1470,[],-P [8 2 7 < ../inputs/input/add.68]
t1471,[],-P [0 6 1 < ../inputs/input/add.39]
t1472,[],-P [4 5 5 < ../inputs/input/add.62]
t1473,[],-P [7 2 9 < ../inputs/input/add.72]
t1474,[],-P [10 10 6 < ../inputs/input/add.35]
t1475,[],-P [3 3 2 < ../inputs/input/add.74]
t1476,[],-P [4 7 2 < ../inputs/input/add.47]
t1477,[],-P [8 8 0 < ../inputs/input/add.54]
t1478,[],-P [3 8 5 < ../inputs/input/add.48]
t1479,[],-P [8 6 3 < ../inputs/input/add.11]
t1480,[],-P [2 10 7 < ../inputs/input/add.91]
t1481,[],-P [4 4 3 < ../inputs/input/add.97]
t1482,[],-P [8 4 0 < ../inputs/input/add.37]
t1483,[],-P [7 1 1 < ../inputs/input/add.88]
t1484,[],-P [6 9 10 < ../inputs/input/add.50]
t1485,[],-P [0 1 8 < ../inputs/input/add.75]
t1486,[],-P [10 4 10 < ../inputs/input/add.3]
t1487,[],-P [5 10 7 < ../inputs/input/add.22]
t1488,[],-P [2 3 9 < ../inputs/input/add.95]
t1489,[],-P [4 2 9 < ../inputs/input/add.60]
t1490,[],-P [0 9 2 < ../inputs/input/add.31]
t1491,[],-P [1 2 6 < ../inputs/input/add.45]
t1492,[],-P [5 2 0 < ../inputs/input/add.34]
t1493,[],-P [9 8 2 < ../inputs/input/add.77]
t1494,[],-P [5 4 3 < ../inputs/input/add.29]
t1495,[],-P [1 10 8 < ../inputs/input/add.22]
t1496,[],-P [2 9 3 < ../inputs/input/add.38]
t1497,[],-P [10 10 5 < ../inputs/input/add.89]
t1498,[],-P [0 6 3 < ../inputs/input/add.43]
t1499,[],-P [2 7 0 < ../inputs/input/add.94]
t1500,[],-P [0 0 5 < ../inputs/input/add.79]
t1501,[],-P [10 2 4 < ../inputs/input/add.17]
t1502,[],-P [10 4 0 < ../inputs/input/add.36]
t1503,[],-P [4 1 2 < ../inputs/input/add.20]
t1504,[],-P [9 6 5 < ../inputs/input/add.86]
t1505,[],-P [7 7 3 < ../inputs/input/add.11]
t1506,[],-P [0 1 8 < ../inputs/input/add.67]
t1507,[],-P [7 1 9 < ../inputs/input/adt.58]
t1508,[],-P [7 1 4 < ../inputs/input/adt.100]
t1509,[],-P [3 5 9 < ../inputs/input/adt.95]
t1510,[],-P [9 7 2 < ../inputs/input/adt.0]
t1511,[],-P [0 2 6 < ../inputs/input/adt.52]
t1512,[],-P [3 2 0 < ../inputs/input/adt.48]
t1513,[],-P [10 5 0 < ../inputs/input/adt.20]
t1514,[],-P [10 5 10 < ../inputs/input/adt.3]
t1515,[],-P [5 7 8 < ../inputs/input/adt.89]
t1516,[],-P [7 5 3 < ../inputs/input/adt.75]
t1517,[],-P [1 10 0 < ../inputs/input/adt.93]
t1518,[],-P [2 9 9 < ../inputs/input/adt.24]
t1519,[],-P [1 8 5 < ../inputs/input/adt.24]
t1520,[],-P [6 0 2 < ../inputs/input/adt.54]
t1521,[],-P [10 3 0 < ../inputs/input/adt.48]
t1522,[],-P [2 5 6 < ../inputs/input/adt.55]
t1523,[],-P [3 2 8 < ../inputs/input/adt.44]
t1524,[],-P [0 10 1 < ../inputs/input/adt.14]
t1525,[],-P [5 5 4 < ../inputs/input/adt.96]
t1526,[],-P [1 4 3 < ../inputs/input/adt.57]
t1527,[],-P [1 0 3 < ../inputs/input/adt.74]
t1528,[],-P [10 6 1 < ../inputs/input/adt.37]
t1529,[],-P [6 3 10 < ../inputs/input/adt.9]
t1530,[],-P [7 9 10 < ../inputs/input/adt.36]
t1531,[],-P [6 9 7 < ../inputs/input/adt.55]
t1532,[],-P [0 0 4 < ../inputs/input/adt.40]
t1533,[],-P [9 7 0 < ../inputs/input/adt.0]
t1534,[],-P [3 1 9 < ../inputs/input/adt.11]
t1535,[],-P [8 1 0 < ../inputs/input/adt.90]
t1536,[],-P [3 3 1 < ../inputs/input/adt.62]
t1537,[],-P [1 1 10 < ../inputs/input/adt.4]
t1538,[],-P [10 8 9 < ../inputs/input/adt.54]
t1539,[],-P [4 2 10 < ../inputs/input/adt.21]
t1540,[],-P [3 7 3 < ../inputs/input/adt.32]
t1541,[],-P [2 8 0 < ../inputs/input/adt.57]
t1542,[],-P [9 10 2 < ../inputs/input/adt.3]
t1543,[],-P [4 1 7 < ../inputs/input/adt.74]
t1544,[],-P [1 10 9 < ../inputs/input/adt.0]
t1545,[],-P [3 1 1 < ../inputs/input/adt.54]
t1546,[],-P [6 6 1 < ../inputs/input/adt.36]
t1547,[],-P [6 5 9 < ../inputs/input/adt.34]
t1548,[],-P [9 7 3 < ../inputs/input/adt.64]
t1549,[],-P [5 2 1 < ../inputs/input/adt.34]
t1550,[],-P [6 9 8 < ../inputs/input/adt.8]
t1551,[],-P [3 5 4 < ../inputs/input/adt.16]
t1552,[],-P [10 0 6 < ../inputs/input/adt.30]
t1553,[],-P [7 5 1 < ../inputs/input/adt.26]
t1554,[],-P [0 7 6 < ../inputs/input/adt.3]
t1555,[],-P [7 2 1 < ../inputs/input/adt.17]
t1556,[],-P [6 0 6 < ../inputs/input/adt.21]
t1557,[],-P [7 1 9 < ../inputs/input/inp.hf.1]
t1558,[],-P [2 3 5 < ../inputs/input/inp.hf.2]
t1559,[],-P [4 8 8 < ../inputs/input/inp.hf.3]
t1560,[],-P [10 0 2 < ../inputs/input/inp.hf.4]
t1561,[],-P [8 3 2 < ../inputs/input/inp.hf.5]
t1563,[],-P [4 0 6 < ../inputs/input/inp.hf.7]
t1564,[],-P [3 7 4 < ../inputs/input/inp.hf.8]
t1565,[],-P [9 7 5 < ../inputs/input/inp.hf.9]
t1566,[],-P [9 10 6 < ../inputs/input/inp.hf.10]
t1567,[],-P [7 9 8 < ../inputs/input/inp.hf.11]
t1569,[],-P [8 5 0 < ../inputs/input/inp.hf.13]
t1571,[],-P [7 0 6 < ../inputs/input/inp.hf.15]
t1572,[],-P [8 3 9 < ../inputs/input/inp.hf.16]
t1573,[],-P [7 4 2 < ../inputs/input/inp.hf.17]
t1574,[],-P [5 8 7 < ../inputs/input/inp.hf.18]
t1575,[],-P [0 4 1 < ../inputs/input/inp.hf.19]
t1576,[],-P [0 10 6 < ../inputs/input/inp.hf.20]
t1577,[],-P [9 0 9 < ../inputs/input/inp.hf.21]
t1578,[],-P [9 9 2 < ../inputs/input/inp.hf.22]
t1579,[],-P [6 1 0 < ../inputs/input/inp.hf.23]
t1580,[],-P [5 10 8 < ../inputs/input/inp.hf.24]
t1581,[],-P [6 9 0 < ../inputs/input/inp.hf.25]
t1583,[],-P [1 5 5 < ../inputs/input/inp.hf.27]
t1584,[],-P [1 2 7 < ../inputs/input/inp.hf.28]
t1585,[],-P [2 7 6 < ../inputs/input/inp.hf.29]
t1587,[],-P [7 1 9 < ../inputs/input/adt.158]
t1588,[],-P [7 1 4 < ../inputs/input/adt.200]
t1589,[],-P [3 5 9 < ../inputs/input/adt.195]
t1590,[],-P [9 7 2 < ../inputs/input/adt.100]
t1591,[],-P [0 2 6 < ../inputs/input/adt.152]
t1592,[],-P [3 2 0 < ../inputs/input/adt.148]
t1593,[],-P [10 5 0 < ../inputs/input/adt.120]
t1594,[],-P [10 5 10 < ../inputs/input/adt.103]
t1595,[],-P [5 7 8 < ../inputs/input/adt.189]
t1596,[],-P [7 5 3 < ../inputs/input/adt.175]
t1597,[],-P [1 10 0 < ../inputs/input/adt.193]
t1598,[],-P [2 9 9 < ../inputs/input/adt.124]
t1599,[],-P [1 8 5 < ../inputs/input/adt.124]
t1600,[],-P [6 0 2 < ../inputs/input/adt.154]
t1601,[],-P [10 3 0 < ../inputs/input/adt.148]
t1602,[],-P [2 5 6 < ../inputs/input/adt.155]
t1603,[],-P [3 2 8 < ../inputs/input/adt.144]
t1604,[],-P [0 10 1 < ../inputs/input/adt.114]
t1605,[],-P [5 5 4 < ../inputs/input/adt.196]
t1606,[],-P [1 4 3 < ../inputs/input/adt.157]
t1607,[],-P [1 0 3 < ../inputs/input/adt.174]
t1608,[],-P [10 6 1 < ../inputs/input/adt.137]
t1609,[],-P [6 3 10 < ../inputs/input/adt.109]
t1610,[],-P [7 9 10 < ../inputs/input/adt.136]
t1611,[],-P [6 9 7 < ../inputs/input/adt.155]
t1612,[],-P [0 0 4 < ../inputs/input/adt.140]
t1613,[],-P [9 7 0 < ../inputs/input/adt.100]
t1614,[],-P [3 1 9 < ../inputs/input/adt.111]
t1615,[],-P [8 1 0 < ../inputs/input/adt.190]
t1616,[],-P [3 3 1 < ../inputs/input/adt.162]
t1617,[],-P [1 1 10 < ../inputs/input/adt.104]
t1618,[],-P [10 8 9 < ../inputs/input/adt.154]
t1619,[],-P [4 2 10 < ../inputs/input/adt.121]
t1620,[],-P [3 7 3 < ../inputs/input/adt.132]
t1621,[],-P [2 8 0 < ../inputs/input/adt.157]
t1622,[],-P [9 10 2 < ../inputs/input/adt.103]
t1623,[],-P [4 1 7 < ../inputs/input/adt.174]
t1624,[],-P [1 10 9 < ../inputs/input/adt.100]
t1625,[],-P [3 1 1 < ../inputs/input/adt.154]
t1626,[],-P [6 6 1 < ../inputs/input/adt.136]
t1627,[],-P [6 5 9 < ../inputs/input/adt.134]
t1628,[],-P [9 7 3 < ../inputs/input/adt.164]
t1629,[],-P [5 2 1 < ../inputs/input/adt.134]
t1630,[],-P [6 9 8 < ../inputs/input/adt.108]
t1631,[],-P [3 5 4 < ../inputs/input/adt.116]
t1632,[],-P [10 0 6 < ../inputs/input/adt.130]
t1633,[],-P [7 5 1 < ../inputs/input/adt.126]
t1634,[],-P [0 7 6 < ../inputs/input/adt.103]
t1635,[],-P [7 2 1 < ../inputs/input/adt.117]
t1636,[],-P [6 0 6 < ../inputs/input/adt.121]
t1637,[],-P [0 6 6 < ../inputs/input/adt.127]
t1638,[],-P [2 6 0 < ../inputs/input/adt.158]
t1639,[],-P [4 10 7 < ../inputs/input/adt.174]
t1640,[],-P [2 6 0 < ../inputs/input/adt.103]
t1641,[],-P [1 1 10 < ../inputs/input/adt.103]
t1642,[],-P [10 5 7 < ../inputs/input/adt.150]
t1643,[],-P [4 5 0 < ../inputs/input/adt.189]
t1644,[],-P [4 5 5 < ../inputs/input/adt.189]
t1645,[],-P [8 3 1 < ../inputs/input/adt.170]
t1646,[],-P [8 9 4 < ../inputs/input/adt.100]
t1647,[],-P [8 6 10 < ../inputs/input/adt.173]
t1648,[],-P [0 2 5 < ../inputs/input/adt.146]
t1649,[],-P [6 2 7 < ../inputs/input/adt.136]
t1650,[],-P [1 8 1 < ../inputs/input/adt.107]
t1651,[],-P [7 4 0 < ../inputs/input/adt.113]
t1652,[],-P [5 6 0 < ../inputs/input/adt.160]
t1653,[],-P [7 6 6 < ../inputs/input/adt.192]
t1654,[],-P [4 5 0 < ../inputs/input/adt.115]
t1655,[],-P [5 3 4 < ../inputs/input/adt.156]
t1656,[],-P [2 9 8 < ../inputs/input/adt.199]
t1657,[],-P [4 0 3 < ../inputs/input/adt.108]
t1658,[],-P [0 10 6 < ../inputs/input/adt.101]
t1659,[],-P [9 3 9 < ../inputs/input/adt.123]
t1660,[],-P [6 2 3 < ../inputs/input/adt.155]
t1661,[],-P [1 8 7 < ../inputs/input/adt.116]
t1662,[],-P [8 2 7 < ../inputs/input/adt.150]
t1663,[],-P [0 6 8 < ../inputs/input/adt.172]
t1664,[],-P [3 9 2 < ../inputs/input/adt.175]
t1665,[],-P [9 4 7 < ../inputs/input/adt.122]
t1666,[],-P [0 7 2 < ../inputs/input/adt.116]
t1667,[],-P [7 4 9 < ../inputs/input/adt.102]
t1668,[],-P [3 1 9 < ../inputs/input/adt.165]
t1669,[],-P [1 3 9 < ../inputs/input/adt.159]
t1670,[],-P [0 7 0 < ../inputs/input/adt.163]
t1671,[],-P [1 3 5 < ../inputs/input/adt.144]
t1672,[],-P [1 1 1 < ../inputs/input/adt.164]
t1673,[],-P [3 4 3 < ../inputs/input/adt.179]
t1674,[],-P [10 5 4 < ../inputs/input/adt.159]
t1675,[],-P [8 7 6 < ../inputs/input/adt.140]
t1676,[],-P [3 3 5 < ../inputs/input/adt.118]
t1677,[],-P [0 0 2 < ../inputs/input/adt.119]
t1678,[],-P [4 8 0 < ../inputs/input/adt.151]
t1679,[],-P [3 5 6 < ../inputs/input/adt.103]
t1680,[],-P [1 2 9 < ../inputs/input/adt.112]
t1681,[],-P [7 0 1 < ../inputs/input/adt.114]
t1682,[],-P [8 5 1 < ../inputs/input/adt.113]
t1683,[],-P [1 0 0 < ../inputs/input/adt.178]
t1684,[],-P [9 0 7 < ../inputs/input/adt.140]
t1685,[],-P [10 3 9 < ../inputs/input/adt.136]
t1686,[],-P [8 4 3 < ../inputs/input/adt.131]
t1687,[],-P [4 1 4 < ../inputs/input/dat615]
t1688,[],-P [1 0 1 < ../inputs/input/dat615]
t1689,[],-P [1 1 0 < ../inputs/input/nt.31]
t1690,[],-P [1 1 1 < ../inputs/input/nt.32]
t1691,[],-P [2 0 1 < ../inputs/input/nt.32]
t1692,[],-P [1 0 1 < ../inputs/input/nt.33]
t1693,[],-P [5 1 4 < ../inputs/input/dat615]
t1694,[],-P [5 3 3 < ../inputs/input/dat610]
t1695,[],-P [1 2 1 < ../inputs/input/dat581]
t1696,[],-P [1 3 2 < ../inputs/input/dat557]
t1697,[],-P [0 5 1 < ../inputs/input/dat317]
t1698,[],-P [4 0 1 < ../inputs/input/dat309]
t1699,[],-P [5 0 4 < ../inputs/input/dat217]
t1700,[],-P [1 2 0 < ../inputs/input/dat185]
t1701,[],-P [3 0 2 < ../inputs/input/dat108]
t1702,[],-P [4 1 0 < ../inputs/input/dat054]
t1703,[],-P [1 0 2 < ../inputs/input/dat050]
t1704,[],-P [5 1 1 < ../inputs/input/dat036]
t1705,[],-P [2 0 1 < ../inputs/input/dat581]
t1706,[],-P [1 4 2 < ../inputs/input/dat557]
t1707,[],-P [0 3 0 < ../inputs/input/dat317]
t1708,[],-P [4 1 0 < ../inputs/input/dat309]
t1709,[],-P [5 4 4 < ../inputs/input/dat217]
t1710,[],-P [5 0 2 < ../inputs/input/dat185]
t1711,[],-P [3 4 2 < ../inputs/input/dat108]
t1712,[],-P [4 1 1 < ../inputs/input/dat054]
t1713,[],-P [1 1 0 < ../inputs/input/dat050]
t1714,[],-P [5 0 1 < ../inputs/input/dat036]
t1715,[],-P [0 0 0 < ../inputs/input/nt.1]
t1716,[],-P [0 0 0 < ../inputs/input/nt.2]
t1717,[],-P [0 0 0 < ../inputs/input/nt.3]
t1718,[],-P [0 0 0 < ../inputs/input/nt.4]
t1719,[],-P [0 0 0 < ../inputs/input/nt.5]
t1720,[],-P [0 0 0 < ../inputs/input/nt.6]
t1721,[],-P [0 0 0 < ../inputs/input/nt.7]
t1722,[],-P [0 0 0 < ../inputs/input/nt.8]
t1723,[],-P [0 0 0 < ../inputs/input/nt.9]
t1724,[],-P [0 0 0 < ../inputs/input/nt.10]
t1725,[],-P [0 0 0 < ../inputs/input/nt.11]
t1726,[],-P [0 0 0 < ../inputs/input/nt.12]
t1727,[],-P [0 0 0 < ../inputs/input/nt.13]
t1728,[],-P [0 0 0 < ../inputs/input/nt.14]
t1729,[],-P [0 0 0 < ../inputs/input/nt.15]
t1730,[],-P [0 0 0 < ../inputs/input/nt.16]
t1731,[],-P [0 0 0 < ../inputs/input/nt.17]
t1732,[],-P [0 0 0 < ../inputs/input/nt.18]
t1733,[],-P [0 0 0 < ../inputs/input/nt.19]
t1734,[],-P [0 0 0 < ../inputs/input/nt.20]
t1735,[],-P [0 0 0 < ../inputs/input/nt.21]
t1736,[],-P [0 0 0 < ../inputs/input/nt.22]
t1737,[],-P [0 0 0 < ../inputs/input/nt.23]
t1738,[],-P [0 0 0 < ../inputs/input/nt.24]
t1739,[],-P [0 0 0 < ../inputs/input/nt.25]
t1740,[],-P [0 0 0 < ../inputs/input/nt.26]
t1741,[],-P [0 0 0 < ../inputs/input/nt.27]
t1742,[],-P [0 0 0 < ../inputs/input/nt.28]
t1743,[],-P [0 0 0 < ../inputs/input/nt.29]
t1744,[],-P [0 0 0 < ../inputs/input/nt.30]
t1745,[],-P [5 0 4 < ../inputs/input/dat615]
t1746,[],-P [5 3 3 < ../inputs/input/dat610]
t1747,[],-P [0 2 1 < ../inputs/input/dat581]
t1748,[],-P [0 3 2 < ../inputs/input/dat557]
t1749,[],-P [0 3 1 < ../inputs/input/dat317]
t1750,[],-P [4 2 1 < ../inputs/input/dat309]
t1751,[],-P [5 1 4 < ../inputs/input/dat217]
t1752,[],-P [1 0 0 < ../inputs/input/dat185]
t1753,[],-P [1 0 2 < ../inputs/input/dat108]
t1754,[],-P [0 1 0 < ../inputs/input/dat054]
t1755,[],-P [1 1 2 < ../inputs/input/dat050]
t1756,[],-P [5 1 0 < ../inputs/input/dat036]
t1757,[],-P [5 0 1 < ../inputs/input/dat581]
t1758,[],-P [1 2 2 < ../inputs/input/dat557]
t1759,[],-P [0 1 0 < ../inputs/input/dat317]
t1760,[],-P [4 1 3 < ../inputs/input/dat309]
t1761,[],-P [5 0 4 < ../inputs/input/dat217]
t1762,[],-P [5 0 1 < ../inputs/input/dat185]
t1763,[],-P [2 4 2 < ../inputs/input/dat108]
t1764,[],-P [4 0 1 < ../inputs/input/dat054]
t1765,[],-P [1 0 0 < ../inputs/input/dat050]
t1766,[],-P [5 4 1 < ../inputs/input/dat036]
t1767,[],-P [7 1 9 < ../inputs/input/add.327]
t1768,[],-P [7 1 4 < ../inputs/input/add.340]
t1769,[],-P [3 5 9 < ../inputs/input/add.316]
t1770,[],-P [9 7 2 < ../inputs/input/add.344]
t1771,[],-P [0 2 6 < ../inputs/input/add.333]
t1772,[],-P [3 2 0 < ../inputs/input/add.325]
t1773,[],-P [10 5 0 < ../inputs/input/add.312]
t1774,[],-P [7 4 10 < ../inputs/input/add.350]
t1775,[],-P [2 2 3 < ../inputs/input/add.319]
t1776,[],-P [8 5 3 < ../inputs/input/add.309]
t1777,[],-P [9 5 1 < ../inputs/input/add.312]
t1778,[],-P [0 10 1 < ../inputs/input/add.305]
t1779,[],-P [4 1 0 < ../inputs/input/add.308]
t1780,[],-P [10 0 4 < ../inputs/input/add.306]
t1781,[],-P [10 3 0 < ../inputs/input/add.310]
t1782,[],-P [9 5 5 < ../inputs/input/add.336]
t1783,[],-P [0 9 7 < ../inputs/input/add.317]
t1784,[],-P [2 7 3 < ../inputs/input/add.337]
t1785,[],-P [7 10 9 < ../inputs/input/add.333]
t1786,[],-P [5 9 3 < ../inputs/input/add.320]
t1787,[],-P [1 8 3 < ../inputs/input/add.319]
t1788,[],-P [5 10 9 < ../inputs/input/add.341]
t1789,[],-P [9 9 0 < ../inputs/input/add.341]
t1790,[],-P [4 4 2 < ../inputs/input/add.312]
t1791,[],-P [9 10 7 < ../inputs/input/add.345]
t1792,[],-P [2 9 7 < ../inputs/input/add.341]
t1793,[],-P [2 1 5 < ../inputs/input/add.343]
t1794,[],-P [9 3 2 < ../inputs/input/add.334]
t1795,[],-P [6 9 1 < ../inputs/input/add.308]
t1796,[],-P [6 4 9 < ../inputs/input/add.319]
t1797,[],-P [10 9 4 < ../inputs/input/add.349]
t1798,[],-P [1 3 4 < ../inputs/input/add.310]
t1799,[],-P [0 7 0 < ../inputs/input/add.334]
t1800,[],-P [3 2 4 < ../inputs/input/add.343]
t1801,[],-P [6 2 0 < ../inputs/input/add.347]
t1802,[],-P [7 6 9 < ../inputs/input/add.320]
t1803,[],-P [0 7 6 < ../inputs/input/add.334]
t1804,[],-P [10 0 0 < ../inputs/input/add.300]
t1805,[],-P [6 1 8 < ../inputs/input/add.350]
t1806,[],-P [3 10 6 < ../inputs/input/add.325]
t1807,[],-P [10 7 5 < ../inputs/input/add.332]
t1808,[],-P [7 10 10 < ../inputs/input/add.325]
t1809,[],-P [7 10 4 < ../inputs/input/add.313]
t1810,[],-P [10 4 3 < ../inputs/input/add.302]
t1811,[],-P [10 6 1 < ../inputs/input/add.335]
t1812,[],-P [0 3 3 < ../inputs/input/add.304]
t1813,[],-P [2 10 4 < ../inputs/input/add.312]
t1814,[],-P [9 4 2 < ../inputs/input/add.319]
t1815,[],-P [7 10 5 < ../inputs/input/add.322]
t1816,[],-P [4 3 4 < ../inputs/input/add.343]
t1817,[],-P [5 6 9 < ../inputs/input/add.335]
t1818,[],-P [3 5 0 < ../inputs/input/add.313]
t1819,[],-P [5 3 9 < ../inputs/input/add.302]
t1820,[],-P [2 2 4 < ../inputs/input/add.303]
t1821,[],-P [4 4 3 < ../inputs/input/add.324]
t1822,[],-P [0 1 9 < ../inputs/input/add.333]
t1823,[],-P [2 0 10 < ../inputs/input/add.301]
t1824,[],-P [0 0 6 < ../inputs/input/add.349]
t1825,[],-P [6 1 3 < ../inputs/input/add.329]
t1826,[],-P [10 4 1 < ../inputs/input/add.321]
t1827,[],-P [6 10 9 < ../inputs/input/add.309]
t1828,[],-P [1 0 2 < ../inputs/input/add.327]
t1829,[],-P [7 1 2 < ../inputs/input/add.301]
t1830,[],-P [0 3 1 < ../inputs/input/add.313]
t1831,[],-P [6 7 4 < ../inputs/input/add.324]
t1832,[],-P [7 10 2 < ../inputs/input/add.302]
t1833,[],-P [3 9 2 < ../inputs/input/add.317]
t1834,[],-P [2 3 8 < ../inputs/input/add.305]
t1835,[],-P [8 10 9 < ../inputs/input/add.339]
t1836,[],-P [2 10 2 < ../inputs/input/add.304]
t1837,[],-P [1 9 5 < ../inputs/input/add.348]
t1838,[],-P [2 3 0 < ../inputs/input/add.344]
